USDOT,MC_docket#,entity_type,operating_status,out_of_service,legal_name,dba_name,contact_name,physical_address,business_phone,mobile_number,email_address,mailnig_address,power units,drivers,mcs 150,Mileage (Year),operation_classification,carrier_operation,cargo_carried
3346688,,CARRIER,NOT AUTHORIZED,None,LUCK STAR LOGISTICS INC,,LUCK STAR LOGISTICS INC,"17009 GREEN DR STE B
CITY INDUSTRY, CA   91745",(626) 434-9463,(626) 434-9463,AP17009AR@GMAIL.COM,"17009 GREEN DR STE B
CITY INDUSTRY, CA   91745-1826",1,1,10/15/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3346689,,CARRIER,ACTIVE,None,MIGUEL ANGEL TORRES,,MIGUEL ANGEL TORRES,"9070 FLORENCE AVE APT 29
DOWNEY, CA   90240-3443",(562) 205-7582,(562) 205-7582,MTORRES797945@GMAIL.COM,"9070 FLORENCE AVE APT 29
DOWNEY, CA   90240-3443",1,1,10/15/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3346691,,CARRIER,ACTIVE,None,EKLYPSEH TRANSPORT LLC,,EKLYPSEH TRANSPORT LLC,"12440 KELSEY ST
VICTORVILLE, CA   92392-7971",(951) 581-2400,(951) 581-2400,SGARCIA295@GMAIL.COM,"12440 KELSEY ST
VICTORVILLE, CA   92392-7971",1,2,11/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Household Goods, Motor Vehicles, Building Materials, Fresh Produce, Meat, Commodities Dry Bulk, Refrigerated Food, Beverages, Paper Products, "
3346719,,CARRIER,ACTIVE,None,ORDA MOVING LLC,,ORDA MOVING LLC,"550 N FIGUEROA ST APT 5099
LOS ANGELES, CA   90012-3120",(213) 298-2862,(213) 298-2862,ORDAMOVING@GMAIL.COM,"550 N FIGUEROA ST APT 5099
LOS ANGELES, CA   90012-3120",1,1,10/29/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3346737,,CARRIER,ACTIVE,None,GERARDO ROJAS HERNANDEZ,,GERARDO ROJAS HERNANDEZ,"725 W STATE ST APT 25
EL CENTRO, CA   92243-3044",(760) 425-3058,(760) 425-3058,GERARDOROJAS1969@GMAIL.COM,"725 W STATE ST APT 25
EL CENTRO, CA   92243-3044",1,1,10/15/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3346739,,CARRIER,ACTIVE,None,BENJAMIN MAGANA,MAGANA S TRANSPORT,BENJAMIN MAGANA,"955 POSTAL WAY APT 46
VISTA, CA   92083-6973",(619) 635-6131,(619) 635-6131,BENJAMIN.MAGANAMX@OUTLOOK.COM,"955 POSTAL WAY APT 46
VISTA, CA   92083-6973",1,1,10/15/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3346742,,CARRIER,NOT AUTHORIZED,None,BLACKTOP AUTO TRANSPORT LLC,,BLACKTOP AUTO TRANSPORT,"59 ESCHER CIR
OAKLEY, CA   94561",(925) 219-5909,(925) 219-5909,WATUJJACKSON@GMAIL.COM,"59 ESCHER CIR SAME
OAKLEY, CA   94561-2010",1,1,11/15/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Motor Vehicles, "
3346749,,CARRIER,ACTIVE,None,TROLLY INC,,TROLLY INC,"410 MILFORD ST APT 102
GLENDALE, CA   91203-2710",(323) 943-4123,(323) 943-4123,LOMACOTTA@GMAIL.COM,"410 MILFORD ST APT 102
GLENDALE, CA   91203-2710",1,1,10/15/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3346753,,CARRIER,NOT AUTHORIZED,None,DERICK S WILSON TRANSPORT LLC,DSW TRANSPORT LLC,DERICK S WILSON TRANSPORT LLC,"16059 ABEDUL ST
MORENO VALLEY, CA   92551",(951) 259-6572,(951) 259-6572,DERICKSW@HOTMAIL.COM,"16059 ABEDUL ST
MORENO VALLEY, CA   92551-2031",1,2,10/16/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Motor Vehicles, "
3346787,,CARRIER,ACTIVE,None,GOLDEN DISPATCH SERVICES LLC,,GOLDEN DISPATCH SERVICES LLC,"1726 PLAZA SERENA
ONTARIO, CA   91764-3117",(626) 788-6623,(626) 788-6623,SHUNATTA@GMAIL.COM,"1726 PLAZA SERENA
ONTARIO, CA   91764-3117",6,8,10/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Passengers, "
3346822,,CARRIER,NOT AUTHORIZED,None,JOSEPH SCHULER,,,"10341 PALM DR
DSRT HOT SPGS, CA   92240",(915) 938-4738,,,"10341 PALM DR
DSRT HOT SPGS, CA   92240",1,6,11/4/2019,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, Grain, Feed, Hay, "
3346860,,CARRIER,ACTIVE,None,TOPNOTCH TRANSPORT LLC,,TOPNOTCH TRANSPORT LLC,"14520 WHITTRAM AVE
FONTANA, CA   92335-3108",(626) 634-3498,(626) 634-3498,TOPNOTCH_TRUCKING2019@OUTLOOK.COM,"11838 CENTRAL AVE APT 96
CHINO, CA   91710-1987",1,1,10/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3346898,,CARRIER,NOT AUTHORIZED,None,JOSE T TRUCKING LLC,,JOSE T TRUCKING LLC,"7449 RESEDA BLVD APT 227
RESEDA, CA   91335",(818) 825-1734,(818) 825-1734,JOSETTRUCKING30@GMAIL.COM,"7449 RESEDA BLVD APT 227
RESEDA, CA   91335-2819",1,1,10/16/2019,,"Auth. For Hire, ","Interstate, ","Intermodal Cont., "
3346902,,CARRIER,ACTIVE,None,MUMTAZ HUSSAIN,ORION TOWING & ROADSIDE ASSISTANCE,MUMTAZ HUSSAIN,"13491 SAN ANTONIO AVE
CHINO, CA   91710-7330",(310) 895-6441,(310) 895-6441,MOMTAZRIZVI@GMAIL.COM,"13491 SAN ANTONIO AVE
CHINO, CA   91710-7330",1,1,10/16/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","Motor Vehicles, Drive/Tow away, "
3346951,,CARRIER,NOT AUTHORIZED,None,ZACHARY MONROE,MONROE TRUCKING,MONROETRUCKING,"3010 RAMCO ST STE 100
WEST SACRAMENTO, CA   95691",(209) 480-0779,(209) 480-0779,ZMONROE@AOL.COM,"4891 KNIGHTSWOOD WAY
GRANITE BAY, CA   95746",2,2,10/17/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3346977,,CARRIER,ACTIVE,None,CAMPOS EXPRESS INC,,CAMPOS EXPRESS INC,"17754 MEEKLAND AVE UNIT 17
HAYWARD, CA   94541-1600",(510) 205-8237,(510) 205-8237,GENARIUXF@HOTMAIL.COM,"17754 MEEKLAND AVE UNIT 17
HAYWARD, CA   94541-1600",1,1,10/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3347015,,CARRIER,ACTIVE,None,JALC TRUCKING INC,,JALC TRUCKING INC,"3700 LYON RD APT 57
FAIRFIELD, CA   94534-7979",(917) 859-7985,(917) 859-7985,ANTHONYSANTOS190@GMAIL.COM,"3700 LYON RD APT 57
FAIRFIELD, CA   94534-7979",1,1,10/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3347043,,CARRIER,NOT AUTHORIZED,None,ANA ISABEL GUTIERREZ SEGURA,GTZ TRANSPORT,ANA ISABEL GUTIERREZ SEGURA,"2275 MICHAEL FARADAY DR STE 5
SAN DIEGO, CA   92154",(949) 573-3938,(949) 573-3938,JESUSJJPRINTING@GMAIL.COM,"2275 MICHAEL FARADAY DR STE 5
SAN DIEGO, CA   92154-7927",1,1,10/16/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3347044,,CARRIER,ACTIVE,None,JOMARLON DARRELL JORDAN,ACORN TRUCKING,JOMARLON DARRELL JORDAN,"4508 MAGI CT
ANTIOCH, CA   94509-6298",(925) 639-0857,(925) 639-0857,JOMARLONJ78@GMAIL.COM,"4508 MAGI CT
ANTIOCH, CA   94509-6298",1,1,10/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3347160,,CARRIER,NOT AUTHORIZED,None,B BROS TRUCKING INC,,B BROS TRUCKING INC,"5242 N VALENTINE AVE APT 201
FRESNO, CA   93711",(209) 666-4010,(209) 666-4010,SUKHDEEPBILLING4@GMAIL.COM,"5242 N VALENTINE AVE APT 201
FRESNO, CA   93711-4022",2,2,11/21/2019,1 (2019),"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Paper Products, "
3347171,,CARRIER,ACTIVE,None,R T FARM LABOR INC,,R T FARM LABOR INC,"12899 WALNUT AVE
OROSI, CA   93647-2047",(559) 799-2503,(559) 799-2503,CTLSELMA@SBCGLOBAL.NET,"12899 WALNUT AVE
OROSI, CA   93647-2047",2,1,10/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3347172,,CARRIER,ACTIVE,None,MIRIAM JANET TOPETE CECENA,365 DAYS LABOR MOVERS,MIRIAM JANET TOPETE CECENA,"1045 PLAZA CAPOTE
CHULA VISTA, CA   91910-6787",(619) 765-8913,(619) 765-8913,LABOR.MOVERS@YAHOO.COM,"1045 PLAZA CAPOTE
CHULA VISTA, CA   91910-6787",1,1,10/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3347173,,CARRIER,ACTIVE,None,THAT'S THE MOVE,,,"5525 E 4TH ST
LONG BEACH, CA   90814",(562) 243-0353,,,"5525 E 4TH ST
LONG BEACH, CA   90814-3226",1,1,10/22/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3347179,,CARRIER,ACTIVE,None,ROGELIO HUERTA,,ROGELIO HUERTA,"321 MILLBURY AVE
LA PUENTE, CA   91746-2325",(626) 320-5687,(626) 320-5687,ROGELIOH.TRUCKING@GMAIL.COM,"321 MILLBURY AVE
LA PUENTE, CA   91746-2325",1,1,10/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3347180,,CARRIER,NOT AUTHORIZED,None,G AND J TRANSPORTATION CORP,,G AND J TRANSPORTATION CORP,"117 H ST STE B
BAKERSFIELD, CA   93304",(661) 497-3700,(661) 497-3700,G.JDISPACH2019@GMAIL.COM,"117 H ST STE B
BAKERSFIELD, CA   93304-2909",7,14,10/16/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3347184,,CARRIER,ACTIVE,None,RUEZGA TRANSPORT SERVICES INC,,RUEZGA TRANSPORT SERVICES INC,"133 N TEMPLE DR APT 9
MILPITAS, CA   95035-4958",(909) 749-2273,(909) 749-2273,RUEZGATRANSPORTSERVICES@GMAIL.COM,"1765 LANDESS AVE PMB 265
MILPITAS, CA   95035-7019",1,1,10/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3347185,,CARRIER,NOT AUTHORIZED,None,SAILOK LOGISTICS LLC,,SAILOK LOGISTICS LLC,"7614 CANTERBURY LANE
DUBLIN, CA   94568",(925) 963-5280,(925) 963-5280,RYAN.MALHAN@GMAIL.COM,"PO BOX 924
SAN RAMON, CA   94583",1,1,10/17/2019,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, "
3347188,,CARRIER,NOT AUTHORIZED,None,XYL EXPRESS INC,,XYL EXPRESS INC,"16160 CHADWICK CT
CHINO HILLS, CA   91709",(626) 493-0260,(626) 493-0260,JASON6264930260@GMAIL.COM,"16160 CHADWICK CT
CHINO HILLS, CA   91709-8758",1,1,10/16/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3347198,,CARRIER,NOT AUTHORIZED,None,BAJWA CARRIER INC,,BAJWA CARRIER INC,"1648 GRAY AVE
YUBA CITY, CA   95991",(530) 395-6582,(530) 395-6582,BAJWACARRIER13@GMAIL.COM,"1648 GRAY AVE
YUBA CITY, CA   95991-1520",1,1,10/16/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3347210,,CARRIER,NOT AUTHORIZED,None,PAREY & ANGEL TRUCKING LLC,,PAREY & ANGEL TRUCKING LLC,"14485 SENECA RD APT 106
VICTORVILLE, CA   92392",(626) 638-2595,(626) 638-2595,TRUCKDRIVER626@GMAIL.COM,"14485 SENECA RD APT 106
VICTORVILLE, CA   92392-9350",1,1,10/16/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3347213,,CARRIER,NOT AUTHORIZED,None,BLACK SHEEP CLUB TRANSPORT INC,,BLACK SHEEP CLUB TRANSPORT INC,"468 N CAMDEN DR
BEVERLY HILLS, CA   90210",(310) 883-5445,(310) 883-5445,BLACKSHEEPCLUBMERCH@GMAIL.COM,"468 N CAMDEN DR
BEVERLY HILLS, CA   90210",1,1,10/17/2019,1 (2018),"Auth. For Hire, ","Interstate, ","Motor Vehicles, "
3347218,,CARRIER,ACTIVE,None,LUIS ANTONIO FLORES MONTENEGRO,,LUIS ANTONIO FLORES MONTENEGRO,"2527 S BON VIEW AVE
ONTARIO, CA   91761-6111",(909) 938-6341,(909) 938-6341,TONYFLORES59@YAHOO.COM,"2527 S BON VIEW AVE
ONTARIO, CA   91761-6111",1,1,10/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3347219,,CARRIER,NOT AUTHORIZED,None,MANINDER PAL SINGH,RK TRUCK LINES,MANINDER PAL SINGH,"1275 CAMDEN WAY
YUBA CITY, CA   95991",(530) 933-7311,(530) 933-7311,RKTRUCKLINES@YAHOO.COM,"1275 CAMDEN WAY
YUBA CITY, CA   95991-3469",1,1,10/16/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3347220,,CARRIER,NOT AUTHORIZED,None,CALI LOGISTICS LLC,,CALI LOGISTICS LLC,"3648 NORTH D ST
SN BERNRDNO, CA   92405-2106",(323) 599-1865,(323) 599-1865,ISAURAG@RAPIDDOCUMENTS.NET,"5811 E WASHINGTON BLVD
COMMERCE, CA   90040",1,1,10/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3347230,,CARRIER,NOT AUTHORIZED,None,ALICIA GRACE TRANSPORT INC,,ALICIA GRACE TRANSPORT INC,"1441 PASO REAL AVE #164
ROWLAND HEIGHTS, CA   91748",(626) 510-7175,(626) 510-7175,SAMWANGSTYLE@GMAIL.COM,"1441 PASO REAL AVE #164
ROWLAND HEIGHTS, CA   91748",1,1,10/24/2019,10 (2019),"Auth. For Hire, ","Interstate, ","General Freight, "
3347246,,CARRIER,ACTIVE,None,CARLOS FERNANDO AGUIRRE,,CARLOS FERNANDO AGUIRRE,"8633 LA SALLE ST
CYPRESS, CA   90630-2167",(714) 404-3909,(714) 404-3909,CARLINJPC571@HOTMAIL.COM,"8633 LA SALLE ST
CYPRESS, CA   90630-2167",1,2,10/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3347267,,CARRIER,ACTIVE,None,TIM AMARO TRUCKING CORPORATION,,TIM AMARO TRUCKING CORPORATION,"3635 LINDENWOOD DR
SAN JOSE, CA   95117-2031",(408) 892-3043,(408) 892-3043,T.A408@YAHOO.COM,"3635 LINDENWOOD DR
SAN JOSE, CA   95117-2031",1,1,10/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Construction, "
3347268,,CARRIER,ACTIVE,None,MIGAN C MURRAY,RITE TIME TRANSPORT,MIGAN C MURRAY,"4000 LONG BEACH BLVD STE 220
LONG BEACH, CA   90807-2617",(888) 898-9905,(888) 898-9905,RITETIMETRANSPORT@GMAIL.COM,"4000 LONG BEACH BLVD STE 220
LONG BEACH, CA   90807-2617",2,2,10/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Passengers, "
3347269,,CARRIER,ACTIVE,None,ADOLFO ZAVALA,,ADOLFO ZAVALA,"1833 W 150TH ST
GARDENA, CA   90249-3838",(310) 926-7244,(310) 926-7244,JGOMEZLANDSCAPING@OUTLOOK.COM,"1833 W 150TH ST
GARDENA, CA   90249-3838",1,0,10/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Garbage/Refuse, "
3347281,,CARRIER,NOT AUTHORIZED,None,J K H TRANSPORT INC,,J K H TRANSPORT INC,"5208 N VALENTINE AVE APT 102
FRESNO, CA   93711",(484) 951-6740,(484) 951-6740,DHAKIMAKKHAN@GMAIL.COM,"5208 N VALENTINE AVE APT 102
FRESNO, CA   93711-4009",1,1,10/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Meat, Commodities Dry Bulk, Refrigerated Food, Beverages, Paper Products, "
3347286,,CARRIER,NOT AUTHORIZED,None,FORTIN TRANSPORT INC,,FORTIN TRANSPORT INC,"4907 BELL AVE
BELL GARDENS, CA   90201",(323) 353-5944,(323) 353-5944,ADVANCEDIFTA@GMAIL.COM,"1700 SANTA FE AVE STE 206
LONG BEACH, CA   90813-1201",1,1,10/17/2019,,"Auth. For Hire, ","Interstate, ","Intermodal Cont., "
3347287,,CARRIER,ACTIVE,None,OMAR ALEXANDER GONZALEZ,OGGTRUCKS|DOSOSOSTRUCKING,OMAR ALEXANDER GONZALEZ,"1931 PABLO VISTA AVE
SAN PABLO, CA   94806-2136",(510) 517-4109,(510) 517-4109,OGGTRUCKS@GMAIL.COM,"1931 PABLO VISTA AVE
SAN PABLO, CA   94806-2136",1,2,10/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Intermodal Cont., "
3347290,,CARRIER,ACTIVE,None,MOCSIN EXPRESS LLC,,MOCSIN EXPRESS LLC,"3582 SANBORN AVE # C
LYNWOOD, CA   90262-3408",(323) 253-1328,(323) 253-1328,ADVANCEDIFTA@GMAIL.COM,"1700 SANTA FE AVE STE 206
LONG BEACH, CA   90813-1201",3,3,10/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3347293,,CARRIER,NOT AUTHORIZED,None,RUNNING LANES TRANSPORTATION,,RUNNING LANES TRANSPORTATION,"1750 WILCOX AVE APT 231
LOS ANGELES, CA   90028",(323) 875-9210,(323) 875-9210,RLOGAN@RUNNINGLANES.COM,"1750 WILCOX AVE APT 231
LOS ANGELES, CA   90028-5170",2,4,10/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Metal: sheets, coils, rolls, Logs, Poles, Beams, Lumber, Building Materials, Paper Products, Utilities, "
3347351,,CARRIER,NOT AUTHORIZED,None,WESTERN BROTHERS LLC,,WESTERN BROTHERS LLC,"3093 MAINE AVE
CLOVIS, CA   93619",(559) 318-1675,(785) 201-8336,CWILLIAMS798743@GMAIL.COM,"3093 MAINE AVE
CLOVIS, CA   93619-9399",1,2,11/4/2019,1 (2019),"Auth. For Hire, ","Interstate, ","Motor Vehicles, Drive/Tow away, "
3347355,,CARRIER,NOT AUTHORIZED,None,J&E REYES TRUCKING INC,,J&E REYES TRUCKING INC,"51820 HACIENDA RD
JOHNSON VLY, CA   92285",(760) 668-6583,(760) 668-6583,REYESDONEZ@GMAIL.COM,"296 E MONTEREY AVE
POMONA, CA   91767-5400",2,2,10/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3347382,,CARRIER,ACTIVE,None,ANL LOGISTICS CORP,,ANL LOGISTICS CORP,"11609 ASHER ST
EL MONTE, CA   91732-3005",(626) 560-5076,(626) 560-5076,SAMLUU16888@GMAIL.COM,"296 E MONTEREY AVE
POMONA, CA   91767-5400",1,1,10/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Intermodal Cont., "
3347442,MC-55350,CARRIER,NOT AUTHORIZED,None,ALVAHED TRANSPORT INC,,ALVAHED TRANSPORT INC,"2311 E 6TH STREET APT 3
LOS ANGELES, CA   90023",(213) 265-6624,(213) 265-6624,EDWIN@ALVAHEDTRANSPORT.COM,"2311 E 6TH STREET APT 3
LOS ANGELES, CA   90023",1,1,10/25/2019,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, "
3347450,,CARRIER,NOT AUTHORIZED,None,WAYS CARGO INC,,WAYS CARGO INC,"607 MONO ST
MANTECA, CA   95337",(209) 328-2022,(209) 328-2022,WAYSCARGO@GMAIL.COM,"607 MONO ST
MANTECA, CA   95337-9052",1,1,10/17/2019,"1,000 (2019)","Auth. For Hire, ","Interstate, ","General Freight, "
3347454,,CARRIER,NOT AUTHORIZED,None,MS CARGO EXPRESS INC,,MS CARGO EXPRESS INC,"3165 W SHIELDS AVE APT 249
FRESNO, CA   93722-7219",(559) 652-4507,(559) 652-4507,PRABZ0144@GMAIL.COM,"3165 W SHIELDS AVE APT 249
FRESNO, CA   93722-7219",1,1,10/17/2019,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Meat, Refrigerated Food, Beverages, Paper Products, "
3347461,,CARRIER,ACTIVE,None,WHISKEY TANGO DELIVERIES,,WHISKEY TANGO DELIVERIES,"2431 LINCOLN PARK AVE # 4
LOS ANGELES, CA   90031",(323) 705-9606,(323) 705-9606,BIGOSKEE323@GMAIL.COM,"2431 LINCOLN PARK AVE # 4
LOS ANGELES, CA   90031",0,2,10/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3347475,,CARRIER,NOT AUTHORIZED,None,EL SHADDAI TRUCKING LLC,,EL SHADDAI TRUCKING LLC,"13697 PLAYER CT
MORENO VALLEY, CA   92553",(714) 369-0974,(714) 369-0974,ABELPEREZ0424@GMAIL.COM,"13697 PLAYER CT
MORENO VALLEY, CA   92553-8648",1,1,10/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3347493,,CARRIER,ACTIVE,None,B&C TRUCKING,,B&C TRUCKING,"2621 SWEETWATER RD SPC 95
NATIONAL CITY, CA   91950-7848",(619) 250-4555,(619) 250-4555,KARMELA86@YAHOO.COM,"2621 SWEETWATER RD SPC 95
NATIONAL CITY, CA   91950-7848",2,8,10/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Mobile Homes, "
3347507,,CARRIER,NOT AUTHORIZED,None,DEOL & SONS ENTERPRISES INC,,DEOL & SONS ENTERPRISES INC,"4750 GRESHAM DR
EL DORADO HLS, CA   95762",(510) 566-7122,(510) 566-7122,RJOHAL82@AOL.COM,"4750 GRESHAM DR
EL DORADO HLS, CA   95762-7700",1,1,10/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3347533,,CARRIER,ACTIVE,None,ELGIN B SMITH,,ELGIN B SMITH,"1129 E OCEAN BLVD APT 4
LONG BEACH, CA   90802-5677",(310) 880-4286,(310) 880-4286,TDH1_ELGINB@YAHOO.COM,"1129 E OCEAN BLVD APT 4
LONG BEACH, CA   90802-5677",1,1,10/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3347558,,CARRIER,ACTIVE,None,JAMES GABRIEL RUIZ AMAYA,RUIZ BRO'S TRANSPORTATION,JAMES GABRIEL RUIZ AMAYA,"126 MCCREERY AVE
SAN JOSE, CA   95116-2518",(408) 230-0560,(408) 230-0560,GABRIEL.RUIZ62@YAHOO.COM,"126 MCCREERY AVE
SAN JOSE, CA   95116-2518",1,1,10/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3347578,,CARRIER,NOT AUTHORIZED,None,YANKEES EXPRESS LLC,,YANKEES EXPRESS LLC,"3933 WALNUT AVE
LYNWOOD, CA   90262",(323) 369-0555,(323) 369-0555,JOEL3933@ICLOUD.COM,"3933 WALNUT AVE
LYNWOOD, CA   90262-3767",1,1,10/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3347609,,CARRIER,NOT AUTHORIZED,None,PADILLA TRUCKING LLC,,PADILLA TRUCKING LLC,"12332 KAYREID DR
WHITTIER, CA   90605",(562) 650-1692,(562) 650-1692,GUILLERMO15726@GMAIL.COM,"12332 KAYREID DR
WHITTIER, CA   90605-4211",1,1,10/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3347620,,CARRIER,NOT AUTHORIZED,None,NOAH EXPRESS LLC,,NOAH EXPRESS LLC,"5577 AVENUE JUAN BAUTISTA
RIVERSIDE, CA   92509",(951) 295-3700,(950) 295-3700,RECKONIZE13SA@GMAIL.COM,"5577 AVENUE JUAN BAUTISTA
RIVERSIDE, CA   92509",1,1,11/14/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3347653,,CARRIER,ACTIVE,None,TRIPLE J DRILLING INC,,JOSE ANGEL MARQUEZ,"181 SUPERIOR CT
PERRIS, CA   92571-2706",(909) 749-1743,(909) 749-1743,MARQUEZANGEL559@GMAIL.COM,"181 SUPERIOR CT
PERRIS, CA   92571-2706",2,2,11/13/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","Logs, Poles, Beams, Lumber, Machinery, Large Objects, MACHINE, "
3347657,,CARRIER,NOT AUTHORIZED,None,BRING TRANSPORTATION INC,,BRING TRANSPORTATION INC,"2211 E CALIFORNIA AVE
BAKERSFIELD, CA   93307",(559) 305-9229,(559) 305-9229,SAMMYG097@GMAIL.COM,"2211 E CALIFORNIA AVE
BAKERSFIELD, CA   93307-2004",1,1,10/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Meat, Refrigerated Food, Beverages, Paper Products, "
3347662,,CARRIER,NOT AUTHORIZED,None,JG & SONS TRUCKING LLC,,JG & SONS TRUCKING LLC,"14931 ROSCOE BLVD APT 32
PANORAMA CITY, CA   91402",(323) 220-2652,(323) 220-2652,JORGEGUERRERO1036@GMAIL.COM,"14931 ROSCOE BLVD APT 32
PANORAMA CITY, CA   91402-4624",1,1,10/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3347664,,CARRIER,NOT AUTHORIZED,None,SYNDICATE STUDIO TRANSPORTATION LLC,,SYNDICATE STUDIO TRANSPORTATION LLC,"6934 CANBY AVE STE 107
RESEDA, CA   91335",(661) 542-1408,(661) 542-1408,SPENRIGHT@ICLOUD.COM,"6934 CANBY AVE STE 107
RESEDA, CA   91335-8770",1,4,10/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3347696,,CARRIER,NOT AUTHORIZED,None,SHATAH TRANSPORTATION INC,,DELIR SALIM SHATAH,"984 E CHASE AVE APT I
EL CAJON, CA   92020",(619) 453-3208,(619) 453-3208,DELIRSHATAH@YAHOO.COM,"984 E CHASE AVE APT I
EL CAJON, CA   92020",1,1,10/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3347701,,CARRIER,ACTIVE,None,C&L TRANS LLC,,C&L TRANS LLC,"718 CORREGIDORA AVE
BAKERSFIELD, CA   93307-5821",(661) 800-3450,(661) 800-3450,VALENTHINA3@GMAIL.COM,"718 CORREGIDORA AVE
BAKERSFIELD, CA   93307-5821",1,1,10/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3347710,,CARRIER,ACTIVE,None,AARON DECASAS,INDEPENDENT AUTO TRANSPORT,AARON DECASAS,"10777 PLAINFIELD ST
ADELANTO, CA   92301-4184",(951) 552-0606,(951) 552-0606,DECASASAARON@YAHOO.COM,"17837 BEAR VALLEY RD STE A
HESPERIA, CA   92345",1,1,10/22/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Motor Vehicles, "
3347720,,CARRIER,NOT AUTHORIZED,None,WORLDWIDE TRANSPORT LLC,,WORLDWIDE TRANSPORT LLC,"4327 N GOLDEN STATE BLVD STE 103
FRESNO, CA   93722",(559) 660-6364,(559) 660-6364,SUKH6011@GMAIL.COM,"4327 N GOLDEN STATE BLVD STE 103
FRESNO, CA   93722-3823",1,1,11/22/2019,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Meat, Refrigerated Food, Paper Products, "
